"topic","label","docid","text","probability"
8,"topic8","3155","tas jobless rate up",0.102993373220106
2,"topic2","3156","swiss company ups offer in lehmann wines bidding",0.104867619842896
6,"topic6","3157","brazil president calls for international security",0.102551568520597
5,"topic5","3158","stalled industrial action angers wide bay teachers",0.102334056858946
4,"topic4","3159","us soldier killed in iraq attack",0.101626172344719
9,"topic9","316","rangers demolish hearts to regain top spot",0.103186092509914
9,"topic9","3160","flood waters stall cattle exports",0.102739676685064
3,"topic3","3161","police call on st clair men to prevent teen rapes",0.102266442472801
1,"topic1","3162","nhulunbuy chosen for termite study",0.101606247645858
5,"topic5","3163","govt warns australians out of war risk zone",0.102371568401446
1,"topic1","3164","simeoni sprints to victory in spain",0.103061684238613
8,"topic8","3165","hk residents stage mass rally",0.102763969415729
10,"topic10","3166","more funds for silver city highway",0.101214284289111
6,"topic6","3167","ama critical of employing international medical",0.10268145414968
5,"topic5","3168","israel accused of breaching un immunity",0.103169433647205
5,"topic5","3169","saddam arrest close after chemical alis capture",0.102937089557473
8,"topic8","317","children at risk in broken hill pet baiting spree",0.101452629960591
3,"topic3","3170","queensland bowl out bangladesh",0.100764823042367
9,"topic9","3171","management defends lang park surface",0.103365134575299
8,"topic8","3172","employee stole 68000 because of gambling problem",0.104646672341305
4,"topic4","3173","real madrid extend lead as challengers stumble",0.105431967933538
7,"topic7","3174","govt begins national search for child protection",0.101558050824146
3,"topic3","3175","students injured as car and bus collide",0.101562695139577
6,"topic6","3176","muslim woman six others die in fresh kashmir",0.102184347945349
7,"topic7","3177","talks to discuss making wind turbine blades",0.10366690811638
4,"topic4","3178","water workers strike over sacking",0.102888083547744
10,"topic10","3179","singapore troops arrive for exercise",0.10188707931732
5,"topic5","318","vandalism blamed for png phone troubles",0.101972350021562
2,"topic2","3180","naked rain dance declared a success despite no",0.103601251822708
1,"topic1","3181","high cost budget initiatives go",0.103269823806365
9,"topic9","3182","china says space launch countdown going smoothly",0.102653188379495
6,"topic6","3183","trainer appeals ban following oliver death",0.103431886360648
5,"topic5","3184","new home stamp duty should be reigned in latham",0.106036514363842
9,"topic9","3185","police search glen forest for womens remains",0.105852881588331
5,"topic5","3186","non aligned leaders say no to war in iraq",0.102296645967221
3,"topic3","3187","baghdad bombings go on after market carnage",0.103098539679236
10,"topic10","3188","court yet to decide on murder appeal",0.102977623254002
5,"topic5","3189","man faces court on drugs charge",0.103031685699859
4,"topic4","319","all ords continue healthy gains",0.101545333211008
10,"topic10","3190","us keeps interest rates steady",0.100659454507747
4,"topic4","3191","dam builder rejects indigenous monitor attack",0.103795170395865
3,"topic3","3192","freeman splits with husband",0.102346722647049
2,"topic2","3193","tas air traffic controllers criticise new control",0.101495598957228
8,"topic8","3194","de facto convicted released over babys death",0.108789961553579
8,"topic8","3195","northam residents to face rates slug",0.105247597790623
7,"topic7","3196","aust to help us uk lobby security council downer",0.10176390993701
9,"topic9","3197","iraqi fisherman dance on downed us spy plane",0.101876943311856
5,"topic5","3198","ethanol tax dollars could be in doubt govt",0.10765695530229
1,"topic1","3199","bombers in the box seat against port malthouse",0.102156462854344
4,"topic4","32","s korea fires on n korean boat",0.101627166140611
5,"topic5","320","us sees post war threat from terrorist groups",0.103814097203285
8,"topic8","3200","home ownership program aids self empowerment",0.101342971233343
4,"topic4","3201","cardinal praises controversial film",0.102821815092422
5,"topic5","3202","suicide bomber wounds one in israel police",0.104019762990464
1,"topic1","3203","mismatches a bad advert for world cup say romanians",0.108369098002014
7,"topic7","3204","miners to strike over job security",0.102688591371009
6,"topic6","3205","arroyo warns of philippines coup threat",0.101582597418335
4,"topic4","3206","moya eyes second grand slam title",0.102647221164047
3,"topic3","3207","inquiry announced into alternative medicines",0.10287092102574
10,"topic10","3208","wa jobless rate improves 2 pc",0.102181497448983
7,"topic7","3209","wa govt makes easier access to pastoralists aid",0.102606632379247
7,"topic7","321","country music legend farewelled",0.10138191411911
2,"topic2","3210","nauru president suffers heart attack",0.101313041985072
9,"topic9","3211","new cancer research labs open in melbourne",0.101864019839069
9,"topic9","3212","commonwealth threatens to withdraw forestry funds",0.101074473477834
7,"topic7","3213","romario hits hat trick as guarani finish with",0.107160016264831
8,"topic8","3214","researchers say stonehenge depicts female genitalia",0.107253511657484
9,"topic9","3215","iraqi diplomat probe prompted by us says downer",0.103952489063875
2,"topic2","3216","kane leads lpga season opener",0.105010363046887
2,"topic2","3217","govt issues warning over bali ceremonies",0.102384735719439
7,"topic7","3218","pm may comment on g g allegations",0.101476425103864
1,"topic1","3219","indigenous leader unhappy with council decision",0.101049602393711
6,"topic6","322","former minister claims govt policies damaging",0.103285651816588
1,"topic1","3220","mayor airs merger concerns",0.10348469972032
8,"topic8","3221","shires respond to defence training request",0.103429093338898
4,"topic4","3222","tugun bypass announcement to be made",0.101720954436342
9,"topic9","3223","ah kit calls for alcohol to be taxed on strength",0.105852637487546
9,"topic9","3224","rebuilding keeps act business busy",0.102306372563308
4,"topic4","3225","handgun buyback due to begin",0.102798797213655
9,"topic9","3226","no recollection of g g mishandling claim pm",0.105885245679414
1,"topic1","3227","iraq engaged in wilful charade says bush",0.103818292219678
10,"topic10","3228","investigations under way into qld island plane",0.101024788172839
1,"topic1","3229","vic govt promises to improve disabled care",0.10234007032287
5,"topic5","323","court documents must be released carr says",0.103055903245649
10,"topic10","3230","british confirm 12 killed in chopper crash",0.102631976750385
10,"topic10","3231","police appeal for help after father son attacked",0.101263396151936
2,"topic2","3232","sri lanka hoping for new zealand defeat",0.102565768930782
8,"topic8","3233","beattie says race funding to make a difference",0.101079167405034
6,"topic6","3234","media access limited by new laws opp",0.101248997858795
7,"topic7","3235","ibis cull to start in sydney",0.102979686029604
6,"topic6","3236","local govt review to be finished before years end",0.102373962506438
5,"topic5","3237","qld executive to lead wa electricity reforms",0.102406982001395
1,"topic1","3238","nz parliament ends ties with privy council",0.104668325005584
5,"topic5","324","carr beats crean as preferred leader poll",0.103898273083726
5,"topic5","3240","five teachers replaced at sa high school",0.101007282821661
4,"topic4","3241","jailed serial rapist sentenced to another 12 years",0.104421929113304
2,"topic2","3242","cwealth ready to talk on ir",0.101858752684257
1,"topic1","3243","support for schwarzenegger growing poll reveals",0.102895230910065
4,"topic4","3244","residents sign road upgrade petition",0.101701463352004
6,"topic6","3245","spain leads banned weapons drill",0.101746073987352
10,"topic10","3246","hamas launches rockets into israeli towns",0.102207244377774
4,"topic4","3247","atsic leader canvasses opinion on tent embassy",0.109490489522055
6,"topic6","3248","union raises doubts over port job claims",0.101891968650701
3,"topic3","3249","alice springs clinic criticised for fee policy",0.101660591258031
8,"topic8","325","democrats back pilbara coast security measures",0.101772103775818
2,"topic2","3250","youths seek more entertainment",0.10144729503076
8,"topic8","3251","ministers bid for cleaner air",0.101957174078327
8,"topic8","3252","public input sought on new years celebrations",0.102282462325419
6,"topic6","3253","four al samoud missiles destroyed",0.101749723433918
10,"topic10","3254","matildas go down to england",0.100835880232886
1,"topic1","3255","immigration dept tightlipped over whereabouts of",0.104912807160638
5,"topic5","3256","sidebottoms to continue despite big fines",0.10225168602098
3,"topic3","3257","govt faces criticism over fire education",0.103070431997434
3,"topic3","3258","give us nesta if you want stam lazio tell milan",0.102600225225385
7,"topic7","3259","big plans afoot for hospital revamp",0.101757515894069
6,"topic6","326","guantanamo bays muslim chaplain detained",0.103754241313278
7,"topic7","3260","jonah lomu rugby icon",0.102490456251657
1,"topic1","3261","alp mp attacks nats candidate over land clearing",0.102366868427379
1,"topic1","3262","png parliament to consider aids crisis laws",0.103000694881386
4,"topic4","3263","democrats urge tighter uranium mining regulation",0.103092540221175
7,"topic7","3264","rossi on pole for french gp",0.101344805514051
10,"topic10","3265","asio briefs airlines airports over terror alert",0.103451905215261
8,"topic8","3266","scandinavian masters leading scores round one",0.102714253315655
3,"topic3","3267","qld man charged over ecstasy trafficking",0.101415208626043
3,"topic3","3268","call for release of school documents",0.10161062684078
8,"topic8","3269","claims wind farm probe not too late",0.10061773674224
6,"topic6","327","control of baghdad set to be under one commander",0.101154025088496
8,"topic8","3270","riots follow slain pakistani mps funeral",0.103142099495017
6,"topic6","3271","labor blasts delay in deporting iraq spy",0.10402206138502
6,"topic6","3272","raiders not taking broncos lightly",0.103005896181577
7,"topic7","3273","vic to end year with 600m in kitty",0.101394741490237
9,"topic9","3274","saints ponder baker kick appeal",0.102304690038359
6,"topic6","3275","foot and mouth exercise declared a success",0.101388809578836
2,"topic2","3276","aung san suu kyi not on hunger strike red cross",0.114829361693893
6,"topic6","3277","health boost planned for ballarat indigenous",0.101337061561531
9,"topic9","3278","worlds tallest residential building taking shape",0.105611102933422
1,"topic1","3279","govt intervention hurt sheep sale chances farmers",0.102331550393376
10,"topic10","328","fewer jail birds flee the nest",0.105646412156654
2,"topic2","3280","council joins effort to boost north west flights",0.101517642274683
10,"topic10","3281","campaign underway to save king is birds",0.102276384639465
8,"topic8","3283","council reconsiders draft dcp issues",0.101365204885882
4,"topic4","3284","prospectors cleared of gold ruse",0.102721283508452
5,"topic5","3285","israel to withdraw from two cities free some",0.102558872166431
9,"topic9","3286","washington sniper agents aid shootings probe",0.102552569702311
5,"topic5","3287","armstrong fires warning in dauphine libere",0.106429182924193
3,"topic3","3288","south african bowler arrested for drink driving",0.102891383569927
10,"topic10","3289","a g urged to appeal against sentence",0.101620026751496
3,"topic3","329","research partnership to improve aboriginal health",0.101241981498284
9,"topic9","3290","prisoner payout sparks nsw govt review",0.10137828025322
3,"topic3","3291","some ratepayers facing rates rise in caboolture",0.104446221557997
6,"topic6","3292","emus overpower croatia for place in final",0.102894100484537
6,"topic6","3293","baby assault earns jail term",0.102100880692559
4,"topic4","3294","broncos boss slams hypocrite jackson",0.101691969708398
7,"topic7","3295","summit to highlight gas network opportunities",0.103220858234503
6,"topic6","3296","downer defends solomons force size",0.103786638337899
9,"topic9","3297","indian coach says pacemen hold key to success down",0.10244942825411
1,"topic1","3298","southern council faces fines for river derwent",0.102429018220131
1,"topic1","3299","lachlan council airs bush services frustration",0.103963105902761
1,"topic1","33","killer pneumonia holds hong kong under siege",0.101684075037208
10,"topic10","330","european gay pride parades have different fates",0.103208755948776
3,"topic3","3300","man arrested after central qld hijack attempt",0.101619479379121
9,"topic9","3301","najaf bombing an assassination downer",0.102548604762249
9,"topic9","3302","iraqi domestic television off air in baghdad",0.102052122650872
6,"topic6","3303","cooke blasts tour organisers",0.101470520153236
7,"topic7","3304","govt to work with rhh after coroners suicide report",0.103607221439018
1,"topic1","3305","italian couple celebrate 78 years of marriage",0.111868990066693
4,"topic4","3306","democrats seek stricter regulations on uranium",0.102004178567009
8,"topic8","3307","accommodation managers warned over schoolies",0.101609706315997
3,"topic3","3308","wallabies improve but give up the bledisloe",0.103971013854133
5,"topic5","3309","cop killer transferred after acting as mentor",0.104090268633713
7,"topic7","331","belgium revises universal competence law",0.107073450360066
8,"topic8","3310","johnson pittman excel in canberra",0.104310614682788
4,"topic4","3311","nauru report response condemned by author",0.101448208003328
4,"topic4","3312","two us soldiers killed in iraq",0.102609518332853
8,"topic8","3313","israeli troops wound five in protest witnesses",0.101944442263699
1,"topic1","3314","agforce seeks more sheep industry support",0.103618978346924
6,"topic6","3315","kekes brother detained others surrender guns",0.106544306798558
6,"topic6","3316","former greens leader cynical about tas wood centre",0.102264716388048
3,"topic3","3317","canberra gets a tick for fire recovery",0.10150766579857
7,"topic7","3318","passport security beefed up",0.101254124406254
6,"topic6","3319","barrett and timmins cleared of injury",0.102573827379557
4,"topic4","332","nz says peace monitors will leave png",0.101343732047769
6,"topic6","3320","police probe continues into abduction claims",0.10152982696582
2,"topic2","3321","airline chief wants merger to go ahead despite",0.10272901374339
10,"topic10","3322","iraqis dig up mass grave",0.104458964428682
4,"topic4","3323","act govt to table new planning rules",0.10313553469868
6,"topic6","3324","barrichellos brazilian agony continues",0.101368408684176
9,"topic9","3325","fischer calls for airport emergency teams in",0.102636435480005
2,"topic2","3326","bathhouse plans move ahead",0.103612770636929
3,"topic3","3327","promina to float despite war uncertainty",0.104742370711432
2,"topic2","3328","council meeting discusses roads funding",0.103851116456412
9,"topic9","3329","arsenal players admit charges in united brawl",0.101301447706753
8,"topic8","333","petacchi wins his sixth stage at giro",0.10478813995672
1,"topic1","3330","elber double sends bayern into german cup final",0.10288062516242
5,"topic5","3331","nigeria in anxious wait for president poll result",0.104369949142955
1,"topic1","3332","labor manipulating bali advice pm",0.104684588970228
4,"topic4","3333","fully fit els sets sights on missing title",0.10368956198139
8,"topic8","3334","club chiefs to meet over tax fears",0.102964421177001
9,"topic9","3335","aid group calls for interstate prisoner recall",0.101828786591161
8,"topic8","3336","britain seeks to end libya sanctions",0.101638287700459
10,"topic10","3337","mp wants spotlight on lawyer client confidentiality",0.103802910917275
2,"topic2","3338","leverkusen fight for survival amid accusations of",0.102494640549126
3,"topic3","3339","concerns raised over vodka jelly shots",0.101245155524741
6,"topic6","334","agreement reached on pool",0.101971862774428
6,"topic6","3340","local govt asked to clarify stand on legalisation",0.107696591252791
10,"topic10","3341","quandamooka welcome bonner electorate name",0.101429354529863
3,"topic3","3342","moenchengladbach coach resigns",0.102186104178339
4,"topic4","3343","workers urged to check wage increase",0.102885700935864
5,"topic5","3344","teen pleads not guilty to muswellbrook murder",0.103283003006606
5,"topic5","3345","murphys blu boy goes under vets knife",0.113039625291312
2,"topic2","3346","americas cup bid could be too dear for aussie",0.101794327483703
1,"topic1","3347","work to begin soon on new council hq",0.10167164539587
2,"topic2","3348","civilians massacred in fight for congo town",0.103250936222851
5,"topic5","3349","farmers group backs bio fuels call",0.10161373365729
6,"topic6","335","saddams regime gone white house",0.102231175564929
9,"topic9","3350","concerns aired over indigenous legal representation",0.102981970354002
3,"topic3","3351","england facing uefa racism charges",0.102466537723078
5,"topic5","3352","police lay charges over nimbin riot",0.103999826271514
2,"topic2","3353","labor to propose workplace relations changes",0.103155184989182
1,"topic1","3354","alcohol free zones back on jindabyne agenda",0.101934609378923
3,"topic3","3355","police probe car blaze",0.10102047695401
2,"topic2","3356","goldfields domestic violence on the rise",0.101143642757868
2,"topic2","3357","hostages held in belgian supermarket",0.101362686985826
6,"topic6","3358","downer says solomons has a long way to go",0.102493831447652
1,"topic1","3359","salvos minister claims immigration dept breaching",0.105990471193955
4,"topic4","336","botched operation leaves teenager with brain damage",0.103405657977068
9,"topic9","3360","opera returns to romes baths of caracalla",0.111288551966591
9,"topic9","3361","sa senator calls for hicks assistance",0.106094721625745
1,"topic1","3362","cooma shooting victims named",0.1010941356063
4,"topic4","3363","viduka needs a top club says agent",0.101844523108835
6,"topic6","3364","fans mob graumans chinese theatre for matrix sequel",0.113542963764642
4,"topic4","3365","food vouchers instead of cash legal can of worms",0.101861851659809
6,"topic6","3366","gm crop approval sprouts fanfare fear",0.106924667913254
2,"topic2","3367","bhp achieves record wa iron ore production",0.101963533000114
3,"topic3","3368","celtic boss stands by criticism of uefa cup referee",0.102913756603613
5,"topic5","3369","teen to front court over car surfing death",0.102988992807366
9,"topic9","337","list of recalled products finalised",0.104578495053255
10,"topic10","3370","police continue snowy mountains drug crackdown",0.101406737714507
9,"topic9","3371","pair jailed over convenience store hold up",0.106081234820671
4,"topic4","3372","wa minister labels road funding threat as",0.101236667819142
3,"topic3","3373","blow for rsl sub branch",0.100692880253633
5,"topic5","3374","man in custody after domestic seige",0.101591566424076
4,"topic4","3375","newcastle power supplies restored",0.102863387732883
1,"topic1","3376","ticket sales for euro 2004 oversubscribed",0.102549557318462
4,"topic4","3377","police uncover record vic ecstasy haul",0.104071678878264
10,"topic10","3378","phelps will push thorpe to greater heights talbot",0.102333806824248
1,"topic1","3379","chalmers hangs on as rain hits chicago",0.102334880021981
10,"topic10","338","ceremony to mark work on new shopping complex",0.10561385212829
7,"topic7","3380","anti discrimination amendments to reform the",0.103900580950648
3,"topic3","3381","wa police investigate fire bombing incident in",0.101975868392734
1,"topic1","3382","councils seek airport study",0.101983293750829
10,"topic10","3383","wests to challenge skandalis charge",0.102794482059805
5,"topic5","3384","mother tells of battle to save asthmatic son",0.104039542555507
4,"topic4","3385","iraq ready to resume oil sales once sanctions",0.102056478510196
8,"topic8","3386","woman accused of series of attacks",0.100927463301877
6,"topic6","3387","many casualties from blast at philippines airport",0.102671923639906
5,"topic5","3388","road water woes under consideration",0.101497633189195
2,"topic2","3389","cheese toasted in welsh truck blaze",0.103495227545521
1,"topic1","339","howard appeals for support in campaign against iraq",0.102446698618994
2,"topic2","3390","rape victim backs indefinite jailing",0.101804341946572
3,"topic3","3391","home loan approvals rise",0.101666657017664
2,"topic2","3392","amc tries to appease shareholders",0.100749609363463
6,"topic6","3393","waterhouses battle to keep bookmaking licence",0.103073569251697
4,"topic4","3394","shake up for chemotherapy treatment",0.103436280752422
1,"topic1","3395","australia calls for release of burmese opposition",0.102613651019273
7,"topic7","3396","woman who killed husband unfit for trial",0.102888138995046
9,"topic9","3397","coleman feeling the heat as bunnies cop thrashing",0.10670084962746
2,"topic2","3398","agfest program launched in tassie",0.102625435957122
1,"topic1","3399","defence dept asked to explain treatment of air",0.102030189732078
5,"topic5","34","oscars show goes on but no red carpet",0.103311659365873
1,"topic1","340","job centre offers woman work in brothel",0.101515572870173
4,"topic4","3400","commendation for officer stabbed during arrest",0.102586818503585
10,"topic10","3401","apra suspends board of superannuation fund",0.101889004855755
10,"topic10","3402","record breaking nehra routs england",0.102433170188962
5,"topic5","3403","protesters rally for review tas workers comp laws",0.102117142494597
1,"topic1","3404","former mp kaiser scores federal alp job",0.103651505363516
3,"topic3","3405","markets down ahead of easter weekend",0.102383237981801
10,"topic10","3406","deadline looms for reef rezoning submissions",0.103955976522991
10,"topic10","3407","queens birthday honour for education efforts",0.103629048535645
7,"topic7","3408","alston to launch broadband network",0.103005345987424
2,"topic2","3409","questions raised over delayed mine death ruling",0.102491064324101
1,"topic1","341","medicare levy may rise 50 pc under labor costello",0.102384010954636
3,"topic3","3410","fels says whistleblowers should be financially",0.102740423016913
9,"topic9","3411","finding banned weapons not top priority blair says",0.103309408880519
9,"topic9","3412","act power bills rise as industry deregulates",0.103615177313023
1,"topic1","3413","forecasting group confident of budget surplus",0.105251237459287
5,"topic5","3414","man pleads not guilty to suitcase murders",0.104087826628754
7,"topic7","3415","gaps in iraq kuwait border fence access for us",0.102896863363612
6,"topic6","3416","eu backs central role for un in iraq",0.101729311663247
3,"topic3","3417","nrl bids to bypass players association",0.100564395387064
6,"topic6","3418","indonesian trio found guilty of illegal fishing",0.101664528702908
3,"topic3","3419","indian players to retrace gandhi journey",0.101049010340314
3,"topic3","342","us general says no access to american pows",0.10266742638573
1,"topic1","3420","gympie finally cracksnew power source",0.104442912461081
7,"topic7","3421","philippines confirms first sars deaths",0.103498696856843
10,"topic10","3422","brown slams labors support for asio bill",0.102643697417146
1,"topic1","3423","calls to end drunken debates in austrian parliament",0.102433358180839
7,"topic7","3424","pm rejects n korean nuclear threats",0.10154418580991
6,"topic6","3425","police union rejects search claims",0.101219876800824
2,"topic2","3426","cross to get sex industry clean up",0.101620821827682
1,"topic1","3427","hope for ratepayers to back green levy",0.101677796461189
10,"topic10","3428","tergat sets new marathon mark",0.102525259831687
7,"topic7","3429","dollar hits three year high",0.101592195673844
2,"topic2","343","farmers welcome much needed rain",0.100817023540911
8,"topic8","3430","hayden notches up ton to help aussies to test win",0.10449276900641
7,"topic7","3431","fires still burning on northern tablelands",0.102258176676763
5,"topic5","3432","afl approves father son changes",0.101137048468642
3,"topic3","3433","vanstone under fire from opposition and students",0.101459380031234
3,"topic3","3434","govt accused of double dealing over car tax",0.101344131533199
6,"topic6","3435","council keeps waste options open",0.101477786050403
3,"topic3","3436","debate rages over one vote one value",0.103374423775994
9,"topic9","3437","loose cannon afridi set for pakistan against",0.102034846332199
7,"topic7","3438","far north qld shires makes ec application",0.102472773000302
1,"topic1","3439","teachers shortage set to get worse report",0.101289225813148
1,"topic1","344","burmese pm to work with opp on new constitution",0.102790270779272
8,"topic8","3440","scud to face federer",0.100932512203964
8,"topic8","3441","brisbane petrol stations switch to low sulphur",0.103123859110797
7,"topic7","3442","man arrested in lismore over sydney rape",0.101692653362847
8,"topic8","3443","teen in critical condition after train fall",0.101302947275202
6,"topic6","3444","heat kills 40 in sweltering algeria summer",0.105233482177041
2,"topic2","3445","afghan court to try journalists for blasphemy",0.100809156918516
6,"topic6","3446","ruddock urged not to appeal court ruling",0.101466237570229
5,"topic5","3447","academic casts doubt over park mining",0.102979030141497
4,"topic4","3448","police say burnt body is missing gippsland man",0.1014186888964
3,"topic3","3449","radio reception black spot filled",0.102729338503179
9,"topic9","345","fears air taxes hurting port lincoln travel",0.106626823767822
9,"topic9","3450","local television radio not at risk in free trade",0.101499258790318
2,"topic2","3451","police speak out over clearance rates",0.100984553720917
1,"topic1","3452","funeral shower wakes the dead in india",0.107407142805945
7,"topic7","3453","prison search finds more contraband",0.103623510832659
8,"topic8","3454","agforce calls for drought relief reform",0.102161270047663
8,"topic8","3455","high seas chase nearing end",0.101523357527109
8,"topic8","3456","simoni preparing to win giro",0.10201489212314
7,"topic7","3457","streakers may have run last race at sa racecourses",0.103012572801707
2,"topic2","3458","call for afl to allow mccartney to honour bali",0.101554806184954
10,"topic10","3459","call for timber town business support",0.101321605244935
6,"topic6","346","baby manslaughter trial aborted after jury",0.103094109604265
7,"topic7","3460","search resumes for missing coolum woman",0.106296500892403
6,"topic6","3461","westfield profit up 23pc",0.10186638858279
9,"topic9","3462","clijsters overwhelms liu",0.10112464304934
1,"topic1","3463","swedish pm names lindhs replacement",0.10234960592781
1,"topic1","3464","tempers erupt at labor conference",0.102176918470964
2,"topic2","3465","britains grade a mathematician aged eight",0.103698189084117
5,"topic5","3466","tas govt urged to cut down on land clearing",0.101436485685207
5,"topic5","3467","beattie says new sugar laws still months away",0.101377380468322
10,"topic10","3468","jones forced to apologise after defamation decision",0.102547378226046
10,"topic10","3469","beazley challenge showed lack of judgment howard",0.103307492200831
10,"topic10","347","wa govt considers furniture makers funds request",0.104712075798188
2,"topic2","3470","mercuri suspended for two weeks by vfl",0.102594854297389
8,"topic8","3471","seven profit slides jobs to go",0.101410494223502
8,"topic8","3472","labor wins londonderry by election",0.103229188729695
10,"topic10","3473","flights plan considered complex",0.101656963996227
9,"topic9","3474","iverson leads us to victory over canada",0.102823791333086
1,"topic1","3475","man pleads guilty to cap gun hold up",0.101368004109362
4,"topic4","3476","serena not rushing back on court",0.100720839493078
7,"topic7","3477","nsw opposition urges govt to sign health deal",0.101185373831024
2,"topic2","3478","action performing well study",0.101363889031303
3,"topic3","3479","sir paul rocks rome",0.102594898550551
7,"topic7","348","organisers planting the seeds for next flowers",0.103164007846508
1,"topic1","3480","iraqs un ambassador first to concede saddam",0.103631284731228
6,"topic6","3481","vic opp calls for after school care reform",0.104382534050434
5,"topic5","3482","howard upbeat about progress of iraq war operations",0.103326136003226
7,"topic7","3483","fardon case to test dangerous prisoners act",0.10366287796252
7,"topic7","3484","bullets sign veteran rees",0.10239771175694
9,"topic9","3485","lyon back in command as marseille slump at home",0.101421045325527
7,"topic7","3486","lend lease shares dive after 300m write down",0.106598786893793
1,"topic1","3487","tourism group gets new chairman",0.10191695966413
8,"topic8","3488","bush misses out on burgeoning health sector",0.10147304414147
9,"topic9","3489","pm predicts closer links with indonesia",0.102008872713131
4,"topic4","349","arafat nominee demands us eu backing",0.101581763571782
4,"topic4","3490","govt questioned over support for alumina refinery",0.101752155379107
3,"topic3","3491","cosgrove welcomes compensation scheme",0.10165769814449
8,"topic8","3492","schoolies noise angers gold coast residents",0.102199429642159
10,"topic10","3493","duncan delights as spurs seize 3 2 lead",0.101075809715288
10,"topic10","3494","oyster breakthrough promises farmer benefits",0.101734112384055
5,"topic5","3495","kelly inquiry told suicide most likely",0.102325007568016
10,"topic10","3496","harry potter may not survive adolescence rowling",0.106811401218884
8,"topic8","3497","national teenage jobless rate falls",0.102236477260941
3,"topic3","3498","qld gun scheme gains momentum",0.102180440674073
3,"topic3","3499","flying community mourns pilots death",0.101885200697962
1,"topic1","35","injury may cost lomu mehrtens their chances",0.102257968772906
4,"topic4","350","british police seize us6b in drug money",0.103314346072617
5,"topic5","3500","mans sight damaged in woomera unrest court told",0.102996443752027
4,"topic4","3501","arafat must be sidelined for progress in middle",0.101620936500308
6,"topic6","3502","editor cartoonist under investigation in algiers",0.101981597136183
2,"topic2","3503","french officials confirm august heatwave killed",0.106058345407441
8,"topic8","3504","bridge delays stopping development council",0.102990382065263
5,"topic5","3505","indigenous population used to highlight hospital",0.101799428189396
3,"topic3","3506","research centre to be opened on fraser is",0.101236673964417
10,"topic10","3507","funds to boost carers respite",0.104344855523485
10,"topic10","3508","pm says paid maternity leave still on the cards",0.102904878302607
8,"topic8","3509","soundless music shown to produce weird sensations",0.109191430463696
10,"topic10","351","suspended jail term for cannabis offences",0.103423033387224
10,"topic10","3510","export slump causes record monthly trade deficit",0.102430052775386
10,"topic10","3511","family protests inquest location",0.101242493029114
4,"topic4","3512","lomu gives up world cup battle",0.10125221954035
6,"topic6","3513","space wedding nears lift off",0.101440280738437
7,"topic7","3514","search continues for missing man in wa mid west",0.101270105297304
10,"topic10","3515","vandals leave trail of destruction in benalla",0.101874848085192
6,"topic6","3516","beattie committed to investigating foster care",0.104429453211784
9,"topic9","3517","steve kefu returns for toutai farewell",0.103329718242065
6,"topic6","3518","champions independiente grab first win of season",0.101879059309708
2,"topic2","3519","limping owen in england fitness scare",0.109782311836504
10,"topic10","352","jury listens to snowtown victim during",0.103574828701871
5,"topic5","3520","costello quiet on leadership speculation",0.101804016667393
2,"topic2","3521","key midfielder costinha included in porto squad",0.104906010685324
8,"topic8","3522","bangers pressure pakistan in final test",0.102612391166101
9,"topic9","3523","pm criticism of protesters disgraceful crean",0.103689153517727
5,"topic5","3524","police looking for leads in murder case",0.101996438963157
1,"topic1","3526","palestinian parliament clears way for pms",0.105164586761303
9,"topic9","3527","wa lobster industry considers quotas",0.101774491345523
8,"topic8","3528","orioles still winless swifts kestrels triumph",0.104984987957297
9,"topic9","3529","adelaide cancel philippines tour",0.101664606179031
9,"topic9","353","tas jobs growth tipped to remain static",0.102360674977233
3,"topic3","3530","police in schools scheme working commissioner",0.101427002000292
10,"topic10","3531","lehmann falls for record test score",0.10155455813489
9,"topic9","3532","timber distributor blames closure on logging quotas",0.101936984759174
9,"topic9","3533","kalgoorlie boulder housing market on top",0.102762648867234
7,"topic7","3534","minister outlines detention centre work",0.100793068787559
6,"topic6","3535","burglary and arson may be linked police",0.10162390015795
7,"topic7","3536","greene to run 200m at mt sac relays",0.106774016946257
2,"topic2","3537","armstrong completes trans us tour of hope",0.109711236891569
10,"topic10","3538","clark wins right to appeal against rape allegation",0.103655843468034
3,"topic3","3539","experts oversee fish move",0.101564789106399
6,"topic6","354","olyroos go down to turkey",0.10199456449547
3,"topic3","3540","un envoys body arrives in geneva",0.102335059070774
2,"topic2","3541","downpour closes tourist roads",0.103471428420985
4,"topic4","3542","end of the road for banesto",0.100692054090113
5,"topic5","3543","catholic school teachers to strike",0.101771055362058
7,"topic7","3544","jupiters plays down sars impact",0.102081539462593
2,"topic2","3545","girl appeals for funding for diabetes",0.102454121253443
9,"topic9","3546","beef producers oppose livestock id scheme",0.102108852865922
2,"topic2","3547","public to get say on noise review",0.101179754776254
7,"topic7","3548","comment super six success becomes pointless",0.101470933749065
8,"topic8","3549","port ready for roos",0.101133949069433
1,"topic1","355","airport rail passenger numbers increase",0.105427228539809
10,"topic10","3550","coke increases bid for neverfail",0.101527938114714
10,"topic10","3551","blake to stand trial for wifes murder",0.102235187500348
9,"topic9","3552","gayle glad to be back",0.102217909588707
5,"topic5","3553","floods displace 400000 people in india",0.105173672291192
3,"topic3","3554","environmental body probes machinery asbestos",0.102554259650748
